"190"|"@CLOPEZanalista @mcarvajal28 @RafaelPardo no se trata d defender a alguien sino ver quien puede arreglar este desastre #RecuperemosBogota"
"191"|"RT @JEIMY2707A: :-) muchas gracias por ese show tan espectacular, fue muy grato verla. Mil gracias @luciabastidasu #RecuperemosBogota"
"192"|"RT @JEIMY2707A: :-) muchas gracias por ese show tan espectacular, fue muy grato verla. Mil gracias @luciabastidasu #RecuperemosBogota"
"193"|"RT @EnriquePenalosa: No usaremos Canal Capital para hacer política, sino para ilustrar buenas iniciativas barrios y promover cultura ciudad…"
"194"|"RT @EnriquePenalosa: No usaremos Canal Capital para hacer política, sino para ilustrar buenas iniciativas barrios y promover cultura ciudad…"
"195"|":-) muchas gracias por ese show tan espectacular, fue muy grato verla. Mil gracias @luciabastidasu #RecuperemosBogota"
"196"|"RT @EnriquePenalosa: No usaremos Canal Capital para hacer política, sino para ilustrar buenas iniciativas barrios y promover cultura ciudad…"
"197"|"Maravilloso vídeo de la campaña de @EnriquePenalosa https://t.co/6uVGzWLZOo #RecuperemosBogotá #YovotoPeñalosa"
"198"|"RT @EnriquePenalosa: Nuestro triunfo enviará un mensaje contundente a Bogotá y a Colombia de que no queremos más de lo mismo! #RecuperemosB…"
"199"|"RT @EnriquePenalosa: No usaremos Canal Capital para hacer política, sino para ilustrar buenas iniciativas barrios y promover cultura ciudad…"
"200"|"RT @ColombiaDerecha: Ya sabes cual es el candidato del narcoserposamperismo liberal? #RecuperemosBogotá http://t.co/vrg6dwaH4A"
"201"|"https://t.co/920jd02kRO @EnriquePenalosa #RecuperemosBogota #YoVotoPeñalosa #1'3MillonVotosXPeñalosa Todos a votar por Peñalosa Alcalde!"
"202"|"RT @EnriquePenalosa: Publicidad entidades distritales no será para ensalzar obra gobierno, sino para promover cultura ciudadana #Recuperemo…"
"203"|"RT @GiordanoBrunoFi: #RecuperemosBogota 
La Administración Peñalosa y su malversación de fondos del Distrito.

http://t.co/RcUCedgEXc"
"204"|"RT @EnriquePenalosa: Publicidad entidades distritales no será para ensalzar obra gobierno, sino para promover cultura ciudadana #Recuperemo…"
"205"|"RT @EnriquePenalosa: No usaremos Canal Capital para hacer política, sino para ilustrar buenas iniciativas barrios y promover cultura ciudad…"
